ajhmm
=========== Running FOLD 1 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
     175       2.11378e-10   1.77329e-06   2.28824e-06
     176       1.87695e-10     1.671e-06   2.15625e-06
     177       1.66664e-10   1.57462e-06   2.03187e-06
     178       1.47991e-10   1.48379e-06   1.91466e-06
     179        1.3141e-10    1.3982e-06   1.80422e-06
     180       1.16687e-10   1.31755e-06   1.70014e-06
     181       1.03612e-10   1.24155e-06   1.60207e-06
     182       9.20029e-11   1.16993e-06   1.50965e-06
     183       8.16949e-11   1.10244e-06   1.42256e-06
     184       7.25408e-11   1.03885e-06    1.3405e-06
     185       6.44134e-11   9.78922e-07   1.26317e-06
     186       5.71965e-11   9.22453e-07    1.1903e-06
     187       5.07866e-11   8.69241e-07   1.12164e-06
     188       4.50974e-11   8.19098e-07   1.05694e-06
     189       4.00435e-11   7.71847e-07   9.95963e-07
Algorithm converged after 189 iterations.

estr =

    0.7399    0.2601
    0.2628    0.7372


esem =

    0.5905    0.2975    0.1120    0.0000    0.0000
    0.0000    0.0000    0.1834    0.2841    0.5324


s =

    21

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00633222    0.00175191    0.00214229
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7035    0.2965
    0.2463    0.7537


s =

    22

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2          0.010921    0.00107224    0.00122875
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7227    0.2773
    0.2658    0.7342


s =

    23

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00256443     0.0021185     0.0023404
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7477    0.2523
    0.2536    0.7464


s =

    24

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00690203    0.00817084     0.0068665
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7694    0.2306
    0.2225    0.7775


s =

    25

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00086948    0.00170538    0.00204438
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7483    0.2517
    0.2509    0.7491


s =

    26

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00124467    0.00105252    0.00135777
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7299    0.2701
    0.2603    0.7397


s =

    27

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00187986    0.00237808    0.00263509
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7461    0.2539
    0.2517    0.7483


s =

    28

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00157425   0.000729529   0.000796373
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7037    0.2963
    0.2504    0.7496


s =

    29

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00141522    0.00243203    0.00240033
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7617    0.2383
    0.2485    0.7515


s =

    30

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00736258   0.000592205   0.000744486
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7123    0.2877
    0.2727    0.7273

=========== Running FOLD 4 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2         0.0275903   6.58055e-05    0.00106048
       3        1.5191e-05   0.000141004    0.00123372
       4       2.08599e-05   0.000236265    0.00145893
       5         3.061e-05   0.000364848    0.00174692
       6       4.63778e-05   0.000544927    0.00211076
       7       7.13377e-05   0.000802559    0.00261593
       8       0.000110557    0.00117562    0.00329471
       9       0.000172046    0.00171881    0.00414145
      10         0.0002684    0.00250897    0.00519163
      11       0.000419252    0.00364829    0.00647933
      12       0.000654668    0.00525802    0.00802626
      13        0.00101895     0.0074472     0.0098199
      14        0.00157213     0.0102307     0.0117763
      15        0.00238114     0.0133778      0.013693
      16        0.00348451     0.0162493     0.0152253
      17        0.00481788     0.0178583     0.0159613
      18        0.00613501     0.0174201     0.0156406
      19        0.00703491     0.0150438     0.0143971
      20        0.00716348     0.0116125     0.0127621
      21        0.00647222     0.0079886     0.0113379
      22        0.00530652    0.00471964      0.010421
      23        0.00416862    0.00279815    0.00992205
      24        0.00336065    0.00300019    0.00955829
      25        0.00288634    0.00291584     0.0090612
      26        0.00260064    0.00261617    0.00828228
      27        0.00236279    0.00216073    0.00721451
      28        0.00209708     0.0016228    0.00597472
      29        0.00179096    0.00108138      0.004772
      30        0.00146877   0.000600139    0.00365238
      31        0.00116352   0.000213752    0.00270038
      32       0.000899167    0.00020223    0.00208615
      33       0.000685548    0.00032511    0.00171712
      34       0.000521539   0.000426823    0.00144091
      35        0.00040023   0.000512185    0.00124112
      36       0.000312982   0.000585898    0.00110177
      37       0.000251656   0.000652135    0.00100913
      38       0.000209475   0.000714249    0.00095221
      39       0.000181158   0.000774651   0.000922424
      40        0.00016274   0.000834853   0.000935512
      41       0.000151296   0.000895585    0.00102637
      42       0.000144686   0.000956947    0.00111866
      43       0.000141343    0.00101855    0.00121118
      44        0.00014011    0.00107965    0.00130254
      45       0.000140126    0.00113924    0.00139122
      46       0.000140742    0.00119619    0.00147562
      47       0.000141472    0.00124929    0.00155412
      48       0.000141951    0.00129738     0.0016252
      49       0.000141917    0.00133938    0.00168748
      50        0.00014119     0.0013744    0.00173983
      51       0.000139666    0.00140173    0.00178138
      52       0.000137301    0.00142093    0.00181158
      53       0.000134105    0.00143182    0.00183025
      54       0.000130132    0.00143445     0.0018375
      55       0.000125468    0.00142912    0.00183375
      56        0.00012022    0.00141629    0.00181969
      57       0.000114508    0.00139659    0.00179619
      58       0.000108455    0.00137077    0.00176427
      59       0.000102182    0.00133961    0.00172502
      60       9.57991e-05    0.00130392    0.00167959
      61       8.94066e-05    0.00126453    0.00162908
      62        8.3089e-05    0.00122219    0.00157456
      63       7.69172e-05    0.00117763    0.00151703
      64       7.09476e-05    0.00113152    0.00145739
      65       6.52235e-05    0.00108445    0.00139646
      66       5.97766e-05    0.00103693    0.00133493
      67       5.46284e-05   0.000989427    0.00127343
      68       4.97915e-05   0.000942313    0.00121245
      69       4.52715e-05   0.000895913    0.00115244
      70        4.1068e-05   0.000850491    0.00109373
      71        3.7176e-05   0.000806259     0.0010366
      72       3.35868e-05   0.000763382   0.000981262
      73       3.02887e-05   0.000721987    0.00092788
      74       2.72684e-05   0.000682161   0.000876562
      75       2.45107e-05   0.000643966    0.00082738
      76       2.19999e-05   0.000607435   0.000780371
      77       1.97198e-05    0.00057258   0.000735545
      78       1.76541e-05   0.000539395    0.00069289
      79       1.57867e-05    0.00050786   0.000652375
      80       1.41019e-05   0.000477944   0.000613953
      81       1.25846e-05   0.000449604   0.000577569
      82       1.12205e-05   0.000422792   0.000543157
      83       9.99602e-06   0.000397456   0.000510644
      84       8.89837e-06   0.000373538   0.000479956
      85       7.91572e-06   0.000350978   0.000451014
      86       7.03705e-06   0.000329716   0.000423738
      87       6.25222e-06   0.000309689   0.000398048
      88       5.55191e-06   0.000290839   0.000373866
      89       4.92758e-06   0.000273103   0.000351114
      90       4.37145e-06   0.000256425   0.000329716
      91       3.87645e-06   0.000240745   0.000309598
      92       3.43618e-06    0.00022601    0.00029069
      93       3.04482e-06   0.000212167   0.000272923
      94       2.69715e-06   0.000199164   0.000256373
      95       2.38846e-06   0.000186952   0.000241391
      96       2.11452e-06   0.000175486    0.00022724
      97       1.87151e-06   0.000164721   0.000213881
      98       1.65605e-06   0.000154616   0.000201274
      99       1.46507e-06   0.000145413   0.000189382
     100       1.29586e-06   0.000136824   0.000178168
     101       1.14598e-06   0.000128725   0.000167598
     102       1.01327e-06   0.000121091   0.000157637
     103       8.95783e-07   0.000113898   0.000148252
     104       7.91804e-07   0.000107121   0.000139412
     105       6.99802e-07   0.000100737   0.000131088
     106       6.18413e-07   9.47262e-05   0.000123252
     107       5.46428e-07   8.90667e-05   0.000115875
     108       4.82771e-07   8.37392e-05   0.000108932
     109       4.26488e-07   7.87251e-05   0.000102399
     110       3.76732e-07   7.40065e-05   9.62519e-05
     111       3.32753e-07   6.95668e-05   9.04692e-05
     112       2.93885e-07   6.53899e-05   8.50298e-05
     113       2.59539e-07   6.14607e-05   7.99138e-05
     114       2.29191e-07    5.7765e-05   7.51025e-05
     115       2.02379e-07   5.42892e-05   7.05782e-05
     116       1.78693e-07   5.10205e-05    6.6324e-05
     117       1.57771e-07   4.79469e-05   6.23242e-05
     118       1.39292e-07   4.50569e-05   5.85639e-05
     119       1.22971e-07   4.23398e-05   5.50289e-05
     120       1.08558e-07   3.97853e-05   5.17059e-05
     121       9.58299e-08    3.7384e-05   4.85824e-05
     122       8.45913e-08   3.51267e-05   4.56466e-05
     123        7.4668e-08   3.30049e-05   4.28873e-05
     124       6.59066e-08   3.10106e-05    4.0294e-05
     125       5.81716e-08   2.91362e-05   3.78568e-05
     126       5.13428e-08   2.73745e-05   3.55665e-05
     127       4.53145e-08   2.57189e-05   3.34142e-05
     128        3.9993e-08   2.41631e-05   3.13916e-05
     129       3.52956e-08    2.2701e-05   2.94912e-05
     130       3.11492e-08   2.13271e-05   2.77054e-05
     131       2.74894e-08    2.0036e-05   2.60274e-05
     132       2.42591e-08   1.88229e-05   2.44508e-05
     133       2.14081e-08    1.7683e-05   2.29695e-05
     134       1.88917e-08    1.6612e-05   2.15777e-05
     135       1.66709e-08   1.56056e-05   2.02701e-05
     136        1.4711e-08   1.46601e-05   1.90415e-05
     137       1.29813e-08   1.37718e-05   1.78873e-05
     138       1.14548e-08   1.29371e-05   1.68029e-05
     139       1.01077e-08    1.2153e-05   1.57842e-05
     140       8.91895e-09   1.14163e-05   1.48271e-05
     141       7.86991e-09   1.07242e-05    1.3928e-05
     142       6.94418e-09    1.0074e-05   1.30833e-05
     143       6.12729e-09    9.4631e-06   1.22898e-05
     144       5.40645e-09   8.88923e-06   1.15443e-05
     145       4.77037e-09   8.35012e-06   1.08441e-05
     146        4.2091e-09   7.84367e-06   1.01862e-05
     147       3.71384e-09    7.3679e-06   9.56825e-06
     148       3.27683e-09   6.92096e-06   8.98773e-06
     149       2.89123e-09    6.5011e-06   8.44241e-06
     150       2.55099e-09   6.10669e-06   7.93015e-06
     151       2.25077e-09   5.73619e-06   7.44894e-06
     152       1.98588e-09   5.38814e-06   6.99692e-06
     153       1.75215e-09    5.0612e-06   6.57231e-06
     154       1.54592e-09   4.75409e-06   6.17345e-06
     155       1.36396e-09   4.46559e-06   5.79879e-06
     156       1.20342e-09   4.19459e-06   5.44685e-06
     157       1.06177e-09   3.94003e-06   5.11626e-06
     158       9.36782e-10   3.70091e-06   4.80572e-06
     159        8.2651e-10   3.47629e-06   4.51403e-06
     160       7.29214e-10    3.2653e-06   4.24003e-06
     161        6.4337e-10   3.06711e-06   3.98266e-06
     162       5.67632e-10   2.88095e-06    3.7409e-06
     163       5.00807e-10   2.70607e-06   3.51382e-06
     164       4.41849e-10   2.54181e-06   3.30051e-06
     165       3.89829e-10   2.38752e-06   3.10015e-06
     166       3.43935e-10   2.24259e-06   2.91195e-06
     167       3.03442e-10   2.10645e-06   2.73517e-06
     168       2.67717e-10   1.97858e-06   2.56912e-06
     169       2.36196e-10   1.85847e-06   2.41315e-06
     170       2.08389e-10   1.74564e-06   2.26665e-06
     171       1.83851e-10   1.63967e-06   2.12904e-06
     172       1.62205e-10   1.54012e-06   1.99978e-06
     173       1.43108e-10   1.44662e-06   1.87837e-06
     174       1.26256e-10   1.35879e-06   1.76433e-06
     175       1.11392e-10    1.2763e-06   1.65721e-06
     176       9.82758e-11   1.19881e-06   1.55659e-06
     177       8.67039e-11   1.12603e-06   1.46208e-06
     178       7.64952e-11   1.05766e-06   1.37331e-06
     179       6.74871e-11   9.93445e-07   1.28993e-06
     180       5.95425e-11   9.33128e-07   1.21161e-06
     181       5.25311e-11   8.76472e-07   1.13804e-06
     182       4.63445e-11   8.23256e-07   1.06894e-06
     183       4.08877e-11   7.73271e-07   1.00404e-06
     184       3.60729e-11    7.2632e-07   9.43076e-07
Algorithm converged after 184 iterations.

estr =

    0.7406    0.2594
    0.2625    0.7375


esem =

    0.5889    0.2971    0.1141    0.0000    0.0000
    0.0000    0.0000    0.1814    0.2832    0.5354


s =

    31

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00520671    0.00172587    0.00193885
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7834    0.2166
    0.2790    0.7210


s =

    32

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00360959   0.000465336   0.000620885
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7309    0.2691
    0.2529    0.7471


s =

    33

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00297004   0.000959499   0.000967039
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7209    0.2791
    0.2294    0.7706


s =

    34

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00157946    0.00261282    0.00309845
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7386    0.2614
    0.2646    0.7354


s =

    35

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00422751   0.000993905   0.000555348
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.6988    0.3012
    0.2676    0.7324


s =

    36

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00207523    0.00243993    0.00290879
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7165    0.2835
    0.2544    0.7456


s =

    37

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00219281    0.00200883    0.00231517
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7408    0.2592
    0.2813    0.7187


s =

    38

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2       0.000981006    0.00148751    0.00187515
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7531    0.2469
    0.2934    0.7066


s =

    39

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00317339   0.000319151   0.000358051
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7409    0.2591
    0.2422    0.7578


s =

    40

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00757026    0.00138592    0.00182212
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
